base_space_name,base_page_title,match_space_name,match_page_title
Clinical Decision Support (CDS) & Knowledge Engineering (KE),VTE Prophylaxis Intervention (Adult Surgery),eStar (Clinical Decision Support),"VTE Prophylaxis 2022 (Adult Surgery-General, GI Lap,  )"
Clinical Decision Support (CDS) & Knowledge Engineering (KE),VTE Prophylaxis Intervention 2020 (Adult Medicine Revisions),eStar (Clinical Decision Support),"VTE Prophylaxis 2022 (Adult Surgery-General, GI Lap,  )"
Clinical Decision Support (CDS) & Knowledge Engineering (KE),VTE Prophylaxis Intervention (Adult Surgery-Trauma/Burn),eStar (Clinical Decision Support),"VTE Prophylaxis 2022 (Adult Surgery-General, GI Lap,  )"
eStar (Clinical Decision Support),VTE Prophylaxis (Adult Surgery),eStar (Clinical Decision Support),"VTE Prophylaxis 2022 (Adult Surgery-General, GI Lap,  )"
eStar (Clinical Decision Support),VTE Prophylaxis 2021 (Adult Surgery-Trauma/Burn),eStar (Clinical Decision Support),"VTE Prophylaxis 2022 (Adult Surgery-General, GI Lap,  )"
eStar (Clinical Decision Support),VTE Prophylaxis 2019 (Pediatrics),eStar (Clinical Decision Support),"VTE Prophylaxis 2022 (Adult Surgery-General, GI Lap,  )"
eStar (Clinical Decision Support),VTE Prophylaxis 2019 (Adult Medicine),eStar (Clinical Decision Support),"VTE Prophylaxis 2022 (Adult Surgery-General, GI Lap,  )"
eStar (Clinical Decision Support),VTE Prophylaxis Architecture (first proposal-rejected),eStar (Clinical Decision Support),"VTE Prophylaxis 2022 (Adult Surgery-General, GI Lap,  )"
eStar (Clinical Decision Support),VTE Prophylaxis 2020 (Adult Medicine Revisions),eStar (Clinical Decision Support),"VTE Prophylaxis 2022 (Adult Surgery-General, GI Lap,  )"
Clinical Decision Support (CDS) & Knowledge Engineering (KE),2019-01-23 Meeting notes,Custom CDS (Clinical Decision Support),2019-01-23 Meeting with Eric about Epic 2018 and Releases
Clinical Decision Support (CDS) & Knowledge Engineering (KE),Portfolio (KE): Epic OrderSet/SmartSet Catalog 1.0,Strategic CDS & KE,Portfolio (KE): Word Cloud KB with CDS Catalog Project Charter
Strategic CDS & KE,Portfolio (KE): Adding LIS Build to Generic Catalog  (Phase 1: Storage and ETL),Strategic CDS & KE,Portfolio (KE): Word Cloud KB with CDS Catalog Project Charter
Strategic CDS & KE,Portfolio (KE): Adding LIS Build to Generic Catalog  (Phase 2: Visualization),Strategic CDS & KE,Portfolio (KE): Word Cloud KB with CDS Catalog Project Charter
Strategic CDS & KE,Portfolio (KE): Top Braid Implementation of PREDICT KB,Strategic CDS & KE,Portfolio (KE): Word Cloud KB with CDS Catalog Project Charter
Strategic CDS & KE,Portfolio (KE): PREDICT KB Standard extension Phase 1. CPIC,Strategic CDS & KE,Portfolio (KE): Word Cloud KB with CDS Catalog Project Charter
Strategic CDS & KE,Portfolio (KE): PREDICT KB Epic build extension,Strategic CDS & KE,Portfolio (KE): Word Cloud KB with CDS Catalog Project Charter
Strategic CDS & KE,Portfolio (KE): Governance Model for Knowledge in Integrated CDS Application,Strategic CDS & KE,Portfolio (KE): Word Cloud KB with CDS Catalog Project Charter
Strategic CDS & KE,Portfolio (KE): Scoping: eStar Order Set and BPA Knowledge Management Framework,Strategic CDS & KE,Portfolio (KE): Word Cloud KB with CDS Catalog Project Charter
Strategic CDS & KE,Portfolio (KE): Predictive Model Training Sets via Slicer Dicer,Strategic CDS & KE,Portfolio (KE): Word Cloud KB with CDS Catalog Project Charter
Strategic CDS & KE,Portfolio (KE): Clinical Data Capture KB build,Strategic CDS & KE,Portfolio (KE): Word Cloud KB with CDS Catalog Project Charter
Strategic CDS & KE,Portfolio (KE): PREDICT Genomics Module KB Build,Strategic CDS & KE,Portfolio (KE): Word Cloud KB with CDS Catalog Project Charter
Strategic CDS & KE,Portfolio (KE): STRATIFY Acute Heart Failure real-time CDS asset KB,Strategic CDS & KE,Portfolio (KE): Word Cloud KB with CDS Catalog Project Charter
Clinical Decision Support (CDS) & Knowledge Engineering (KE),Enterprise (KE) : DGI Knowledge Base (Phase 1-Cleaned up Content),Strategic CDS & KE,Enterprise (KE) : TopBraid EDG evaluation for DGI KB Curation
Clinical Decision Support (CDS) & Knowledge Engineering (KE),Enterprise (KE) : DGI Knowledge Base (Phase 2: Curation Platform Operationalization),Strategic CDS & KE,Enterprise (KE) : TopBraid EDG evaluation for DGI KB Curation
Clinical Decision Support (CDS) & Knowledge Engineering (KE),Enterprise (KE) : Laboratory Crosswalk Catalog Service and Operationalization,Strategic CDS & KE,Enterprise (KE) : TopBraid EDG evaluation for DGI KB Curation
Clinical Decision Support (CDS) & Knowledge Engineering (KE),Portfolio (CDS): Daily Labs,Strategic CDS & KE,Portfolio (CDS): Cardiac Implant w/ Bacteremia - Pager Alert to LEAD management team
Clinical Decision Support (CDS) & Knowledge Engineering (KE),Portfolio (CDS): Alert to Change Medication from IV to PO,Strategic CDS & KE,Portfolio (CDS): Cardiac Implant w/ Bacteremia - Pager Alert to LEAD management team
Clinical Decision Support (CDS) & Knowledge Engineering (KE),Portfolio (CDS): Premedications for Contrast Allergies,Strategic CDS & KE,Portfolio (CDS): Cardiac Implant w/ Bacteremia - Pager Alert to LEAD management team
Clinical Decision Support (CDS) & Knowledge Engineering (KE),Portfolio (CDS): REGAIN Trial Recruitment (Research),Strategic CDS & KE,Portfolio (CDS): Cardiac Implant w/ Bacteremia - Pager Alert to LEAD management team
Clinical Decision Support (CDS) & Knowledge Engineering (KE),BASE VUMC IP DOXYCYCLINE IV TO PO BPA [40820190],Clinical Decision Support (CDS) & Knowledge Engineering (KE),BASE VUMC IP DOXYCYCLINE IV TO PO SILENT BPA [40820198]
Clinical Decision Support (CDS) & Knowledge Engineering (KE),BASE VUMC IP FAMOTIDINE IV TO PO BPA [40820191],Clinical Decision Support (CDS) & Knowledge Engineering (KE),BASE VUMC IP FAMOTIDINE IV TO PO SILENT BPA [40820199]
Clinical Decision Support (CDS) & Knowledge Engineering (KE),BASE VUMC IP LACOSAMIDE IV TO PO BPA [40820192],Clinical Decision Support (CDS) & Knowledge Engineering (KE),BASE VUMC IP LACOSAMIDE IV TO PO SILENT BPA [40820200]
Clinical Decision Support (CDS) & Knowledge Engineering (KE),BASE VUMC IP LEVOFLOXACIN IV TO PO BPA [40820193],Clinical Decision Support (CDS) & Knowledge Engineering (KE),BASE VUMC IP LEVOTHYROXINE IV TO PO BPA [40820180]
Clinical Decision Support (CDS) & Knowledge Engineering (KE),BASE VUMC IP LEVOFLOXACIN IV TO PO SILENT BPA [40820201],Clinical Decision Support (CDS) & Knowledge Engineering (KE),BASE VUMC IP LEVOTHYROXINE IV TO PO BPA [40820180]
Clinical Decision Support (CDS) & Knowledge Engineering (KE),BASE VUMC IP LEVOTHYROXINE IV TO PO SILENT BPA [40820197],Clinical Decision Support (CDS) & Knowledge Engineering (KE),BASE VUMC IP LEVOTHYROXINE IV TO PO BPA [40820180]
Clinical Decision Support (CDS) & Knowledge Engineering (KE),BASE VUMC IP LINEZOLID IV TO PO BPA [40820194],Clinical Decision Support (CDS) & Knowledge Engineering (KE),BASE VUMC IP LINEZOLID IV TO PO SILENT BPA [40820202]
Clinical Decision Support (CDS) & Knowledge Engineering (KE),BASE VUMC IP METHOCARBAMOL IV TO PO BPA [40820195],Clinical Decision Support (CDS) & Knowledge Engineering (KE),BASE VUMC IP METHOCARBAMOL IV TO PO SILENT BPA [40820203]
Clinical Decision Support (CDS) & Knowledge Engineering (KE),BASE VUMC IP RIFAMPIN IV TO PO BPA [40820196],Clinical Decision Support (CDS) & Knowledge Engineering (KE),BASE VUMC IP RIFAMPIN IV TO PO SILENT BPA [40820204]
Clinical Decision Support (CDS) & Knowledge Engineering (KE),OrderSet/SmartSet Lifecycle Management,Clinical Systems 2.0 Research,OrderSet/SmartSet Build Notes
Clinical Decision Support (CDS) & Knowledge Engineering (KE),OrderSet/SmartSet JIRA Process,Clinical Systems 2.0 Research,OrderSet/SmartSet Build Notes
Clinical Decision Support (CDS) & Knowledge Engineering (KE),Enterprise (CDS): Obesity CDS,Strategic CDS & KE,Enterprise (CDS):  Optimization of Genomic Panel Testing Pipeline
Clinical Decision Support (CDS) & Knowledge Engineering (KE),Enterprise (CDS): BTG - Employee Notification Not to Update own Medical Record,Strategic CDS & KE,Enterprise (CDS):  Optimization of Genomic Panel Testing Pipeline
Strategic CDS & KE,Enterprise (CDS): Radiology CDS Implementation for PAMA Compliance,Strategic CDS & KE,Enterprise (CDS):  Optimization of Genomic Panel Testing Pipeline
Strategic CDS & KE,Enterprise (CDS): Radiology CDS - PAMA Phase 2,Strategic CDS & KE,Enterprise (CDS):  Optimization of Genomic Panel Testing Pipeline
Strategic CDS & KE,Enterprise (CDS): Radiology CDS - PAMA Phase 3,Strategic CDS & KE,Enterprise (CDS):  Optimization of Genomic Panel Testing Pipeline
Strategic CDS & KE,Enterprise (CDS): Expansion of Genetic Service eConsult,Strategic CDS & KE,Enterprise (CDS):  Optimization of Genomic Panel Testing Pipeline
Clinical Decision Support (CDS) & Knowledge Engineering (KE),DPYD - Capecitabine DGI,Strategic CDS & KE,DPYD - Capecitabine DGI BPA
Clinical Decision Support (CDS) & Knowledge Engineering (KE),BASE MRI Procedure Screening Form Incomplete Begin Exam (2143),Clinical Decision Support (CDS) & Knowledge Engineering (KE),BASE MRI Procedure Screening Form Marked Do Not Proceed Begin Exam (2145)
Clinical Decision Support (CDS) & Knowledge Engineering (KE),BPA - VUMC IP BASE VTE PROPHYLAXIS PADUA MEDICAL-SCORE [4701] (Revised)_final_100720,eStar (Clinical Decision Support),BPA - VUMC IP BASE VTE PROPHYLAXIS ADULT GENERAL SURGERY (7963)_ V1
Clinical Decision Support (CDS) & Knowledge Engineering (KE),BPA - VUMC IP BASE VTE PROPHYLAXIS ADULT SURGERY-TRAUMA/BURN (NEW)_v3_040921,eStar (Clinical Decision Support),BPA - VUMC IP BASE VTE PROPHYLAXIS ADULT GENERAL SURGERY (7963)_ V1
Clinical Decision Support (CDS) & Knowledge Engineering (KE),BPA - VUMC IP BASE AMI GUIDELINE DIRECTED THERAPIES PRIOR TO DISCHARGE [6693]_v1_062521,eStar (Clinical Decision Support),BPA - VUMC IP BASE VTE PROPHYLAXIS ADULT GENERAL SURGERY (7963)_ V1
eStar (Clinical Decision Support),BPA - VUMC IP BASE VTE PROPHYLAXIS ADULT SURGERY-TRAUMA/BURN (NEW)_v3_040921,eStar (Clinical Decision Support),BPA - VUMC IP BASE VTE PROPHYLAXIS ADULT GENERAL SURGERY (7963)_ V1
eStar (Clinical Decision Support),BPA - VUMC IP BASE VTE PROPHYLAXIS PADUA MEDICAL-SCORE [4701] (Revised)_final_100720,eStar (Clinical Decision Support),BPA - VUMC IP BASE VTE PROPHYLAXIS ADULT GENERAL SURGERY (7963)_ V1
Clinical Decision Support (CDS) & Knowledge Engineering (KE),"(2020-2021)Inpatient-Adults (VBH, VWCH, VUH)",Clinical Decision Support (CDS) & Knowledge Engineering (KE),"(2020-2021)Inpatient-Pediatrics (VBH, VCH)"
Clinical Effectiveness - Employer Bundles,Clinical Effectiveness - Employer Bundles Home,QSRP Analytics Team Wiki,Clinical Effectiveness/Pop Health
Clinical Effectiveness - QPC,Clinical Effectiveness Information,QSRP Analytics Team Wiki,Clinical Effectiveness/Pop Health
Clinical Effectiveness - QPC,Clinical Effectiveness Population Based Measure Information,QSRP Analytics Team Wiki,Clinical Effectiveness/Pop Health
Clinical Effectiveness - QPC,Clinical Effectiveness Process Measures,QSRP Analytics Team Wiki,Clinical Effectiveness/Pop Health
Clinical Effectiveness - QPC,Clinical Effectiveness Epic Reports,QSRP Analytics Team Wiki,Clinical Effectiveness/Pop Health
Clinical Effectiveness Wiki,Clinical Effectiveness Wiki,QSRP Analytics Team Wiki,Clinical Effectiveness/Pop Health
Population Health PMO,Clinical Effectiveness Workstream,QSRP Analytics Team Wiki,Clinical Effectiveness/Pop Health
Clinical Effectiveness - Employer Bundles,Maternity: C-Section Rate,Clinical Effectiveness - Employer Bundles,Maternity: C-Section Surgical Site Infection
Clinical Effectiveness - Employer Bundles,SWL: % Weight Loss 6 Months,Clinical Effectiveness - Employer Bundles,SWL: % Weight Loss 12 Months
Clinical Effectiveness - Employer Bundles,Substance Use Disorder- Engagement of SUD Treatment,Clinical Effectiveness - Employer Bundles,Substance Use Disorder- Initiation of SUD Treatment
Clinical Effectiveness - QPC,Annual Preventive Visits for Women Population Based,Clinical Effectiveness Wiki,Annual Preventive Visits 65+
Clinical Effectiveness - QPC,Annual Preventive Visits 65+ Population Based,Clinical Effectiveness Wiki,Annual Preventive Visits 65+
Clinical Effectiveness - QPC,Annual Preventive Visits 12-21 Population Based,Clinical Effectiveness Wiki,Annual Preventive Visits 65+
Clinical Effectiveness - QPC,Annual Preventive Visits 22-64 Population Based,Clinical Effectiveness Wiki,Annual Preventive Visits 65+
Clinical Effectiveness - QPC,Annual Preventive Visits 50-64 Chronic Hypertension Population Based,Clinical Effectiveness Wiki,Annual Preventive Visits 65+
Clinical Effectiveness - QPC,Cervical Cancer Screening Population Based,Clinical Effectiveness - QPC,Cervical Cancer Screening - Primary Care Process Measure
Clinical Effectiveness - QPC,Cervical Cancer Screening Magnet,Clinical Effectiveness - QPC,Cervical Cancer Screening - Primary Care Process Measure
Clinical Effectiveness - QPC,Cervical Cancer Screening Process Measure,Clinical Effectiveness - QPC,Cervical Cancer Screening - Primary Care Process Measure
Clinical Effectiveness - QPC,Controlling High Blood Pressure Population Based,Clinical Effectiveness - QPC,Controlling High Blood Pressure - Staff Process Measure
Clinical Effectiveness - QPC,Controlling High Blood Pressure Process Measure,Clinical Effectiveness - QPC,Controlling High Blood Pressure - Staff Process Measure
Clinical Effectiveness - QPC,Diabetes A1c Control <9 Population Based,Clinical Effectiveness - QPC,Diabetes A1c Control <8 Population Based
Clinical Effectiveness - QPC,Diabetes A1c Control <8 Magnet,Clinical Effectiveness - QPC,Diabetes A1c Control <8 Population Based
Clinical Effectiveness - QPC,zRetired - Diabetes A1c Testing Population Based,Clinical Effectiveness - QPC,zRetired - Diabetes Nephropathy Population Based
Clinical Effectiveness - QPC,Depression Screening and Intervention Population Based,QSRP Analytics Team Wiki,Depression Screening Report
Clinical Effectiveness - QPC,Depression Screening Process Measure for Pediatrics,QSRP Analytics Team Wiki,Depression Screening Report
Clinical Effectiveness - QPC,Depression Screening Process Measure for Midwives,QSRP Analytics Team Wiki,Depression Screening Report
Clinical Effectiveness - QPC,Tobacco Use Screening and Intervention Population Based,Clinical Effectiveness Wiki,Tobacco Use Screening and Cessation Intervention
Clinical Effectiveness - QPC,Fall Risk Assessment Population Based,Clinical Effectiveness Wiki,Fall Risk Assessment
Clinical Effectiveness - QPC,Fall Risk Assessment Process Measure,Clinical Effectiveness Wiki,Fall Risk Assessment
Clinical Effectiveness - QPC,Fall Risk Assessment - Staff Process Measure,Clinical Effectiveness Wiki,Fall Risk Assessment
Clinical Effectiveness - QPC,Influenza Immunization Overall Population Based,Clinical Effectiveness Wiki,Influenza Immunization
Clinical Effectiveness - QPC,Influenza Immunization Process Measure,Clinical Effectiveness Wiki,Influenza Immunization
Clinical Effectiveness - QPC,Influenza Immunization - Staff Process Measure,Clinical Effectiveness Wiki,Influenza Immunization
Clinical Effectiveness - QPC,Population Based Measure Attribution Criteria,Clinical Effectiveness Wiki,Population Based Measures
Clinical Effectiveness - QPC,Population Based Measure Definitions,Clinical Effectiveness Wiki,Population Based Measures
Clinical Effectiveness - QPC,Population Based Focus Area Measure Listing,Clinical Effectiveness Wiki,Population Based Measures
Clinical Effectiveness - QPC,Population Based Clinic Goals,Clinical Effectiveness Wiki,Population Based Measures
